,MPD01,MPD02,MPD03,MPD04,MPD05,MPD06,MPD07,MPD08,MPD09,MPD10,MPD11,MPD12,MPD14,MPD15,MPD16
1747,1.372273642,NA,NA,NA,NA,0.977097654,NA,NA,NA,NA,1.224803072,NA,NA,0.757950061,1.66587661
1748,1.063075973,NA,NA,NA,NA,1.248718654,NA,NA,NA,NA,1.117296192,NA,NA,0.777269024,1.189303783
1749,1.126746998,NA,NA,NA,NA,0.628340201,NA,NA,NA,NA,1.309982599,NA,NA,0.805000613,1.196298864
1750,1.182921337,NA,NA,NA,NA,1.344601864,NA,NA,NA,NA,2.343011149,NA,NA,1.442716776,1.904710426
1751,1.040670141,NA,NA,NA,NA,1.640482989,NA,NA,NA,NA,1.488548563,NA,NA,1.243570187,1.350013051
1752,1.658009724,NA,NA,NA,NA,1.568087116,NA,NA,NA,NA,1.634607995,NA,NA,1.412195861,1.742552086
1753,1.062063811,NA,NA,NA,NA,1.323961998,NA,NA,NA,NA,1.209080607,NA,NA,1.062620082,0.985754705
1754,1.119041667,NA,NA,NA,NA,1.127244076,NA,NA,NA,NA,1.343428033,NA,NA,0.449148636,1.214763468
1755,1.116201083,NA,NA,NA,NA,1.357297593,NA,NA,NA,NA,1.297931536,NA,NA,0.561360276,1.372786804
1756,0.697495542,NA,NA,NA,NA,1.018478145,NA,NA,NA,NA,0.547376395,NA,NA,0.356100266,0.601438085
1757,0.60629077,NA,NA,NA,NA,0.329144504,NA,NA,NA,NA,0.331051815,NA,NA,0.319141416,0.608899923
1758,0.790565739,NA,NA,NA,NA,0.463407706,NA,NA,NA,NA,0.438649243,NA,NA,0.274845085,1.158009675
1759,0.650127194,NA,NA,NA,NA,0.462866187,NA,NA,NA,NA,0.409398055,NA,NA,0.574791942,0.735049545
1760,0.810893306,NA,NA,NA,NA,0.50503823,NA,NA,NA,NA,0.557954287,NA,NA,0.417742932,0.806062289
1761,0.90415819,NA,NA,NA,NA,0.928218623,NA,NA,NA,NA,1.012103579,NA,NA,1.019192056,1.404561918
1762,1.207896739,NA,NA,NA,NA,1.439199548,NA,NA,NA,NA,1.835125911,NA,NA,1.443456296,1.591113395
1763,1.272804628,NA,NA,NA,NA,1.235118667,NA,NA,NA,NA,1.416927696,NA,NA,1.568192704,1.552153408
1764,1.040978657,NA,NA,NA,NA,0.878186361,NA,NA,NA,NA,1.043847174,NA,NA,1.091181575,0.820638561
