,VLD01,VLD02,VLD03,VLD04,VLD05,VLD06,VLD07,VLD08,VLD09,VLD10,VLD11,VLD12,VLD13,VLD14,VLD15
1879,2.057291166,1.406082431,1.721708535,1.969204561,1.200045872,1.703556121,1.435931928,1.713652987,1.510786081,1.103702267,1.600014408,2.410663921,NA,1.478002067,1.558392259
1880,1.539890998,1.126041779,1.255265465,1.216367041,1.098494602,1.414487385,1.202449246,1.055346368,1.226551907,0.786793891,1.204053547,1.107567102,0.721555631,1.065905473,1.263104039
1881,1.931412577,1.454149808,1.276089477,1.628729972,1.165783774,1.578900408,1.143487118,1.613349047,1.253561877,1.150572097,1.3746182,2.299066783,1.180369052,1.340458121,1.077239478
1882,1.632451349,1.285053449,1.201182043,1.304336749,1.16194996,1.441134699,1.396445619,1.407211045,1.3341223,1.060164491,1.17828233,1.332990691,1.170151907,1.223402547,1.356794462
1883,0.940197507,0.982646717,0.821958684,0.82536651,0.820436008,0.80717886,1.012163354,0.898851351,0.955315656,1.045320585,0.729721064,1.159537891,0.974624533,0.910048935,0.743709746
1884,0.778533784,0.441530447,1.023904201,0.856544661,0.77800426,0.821809801,0.708337095,0.988426277,0.729854684,1.075849715,0.696219291,1.133053035,0.55736536,0.809237413,0.903800036
1885,1.310794809,0.915633282,1.497738769,1.046179916,1.189327124,1.542573937,1.265197702,1.273634222,1.510269061,1.424618898,0.930367642,1.525708476,1.19996342,1.343627329,1.262329392
1886,0.857326217,0.747463843,0.826082333,0.670982339,0.681014056,0.815662976,1.110135924,0.806824996,0.765530456,0.954970494,0.711094759,0.77423642,0.971139508,0.953457444,0.780978295
1887,1.196485036,0.881682685,1.034342906,0.868903339,1.228205075,0.976098139,1.234069817,1.069803821,0.964658973,1.212922937,0.951465259,1.249362676,1.253837065,1.08369692,1.248641999
1888,1.161855854,0.8025177,0.968383705,1.005857555,1.247336762,1.240087627,1.146676577,1.150319581,1.119121944,1.34975858,1.12790174,0.995005733,1.55079705,1.12082847,1.426971607
1889,0.923927323,0.943047633,0.8910069,0.711775907,0.928826454,0.89230303,1.148534179,0.879672828,0.836300227,0.910294174,0.692772834,0.820718476,1.253769692,1.086415342,1.13811804
1890,0.947045863,0.566108965,0.807414823,1.04310547,0.808583627,0.987301214,0.668212667,0.809078376,0.802412946,0.986644409,0.807525166,1.162182286,1.333262424,0.902336958,0.761631444
1891,1.078499325,0.829359314,0.954940682,1.380679101,1.197489932,1.054272476,1.02038837,1.096702235,1.274603161,1.123981224,0.882821059,1.164254171,1.55479737,1.07454174,1.33859249
1892,0.948385603,0.902115914,0.993831532,1.062657469,1.174071535,1.002806804,1.000903618,1.088174545,1.105534511,1.155301026,0.757642098,0.981339364,1.251598921,0.87797789,1.197731251
1893,1.197016438,0.976653513,1.180488414,1.341736729,1.357612169,1.215125159,1.090516397,1.197163788,1.232169599,1.293418949,0.749435059,1.282227326,1.213820562,1.317224426,1.460371735
1894,1.040229395,0.882622958,0.903331189,1.068338707,1.025645999,0.980414637,1.120852012,1.034428113,1.317916078,0.975063062,0.984401158,1.040692429,1.315031449,1.061911201,1.446885379
1895,0.42002973,1.077509557,0.942743101,0.950728393,1.019356033,0.752104961,0.924767767,0.86250535,0.816630541,1.022260359,0.974678253,0.572459321,0.723986963,0.711563408,1.130499623
1896,0.38481238,0.878171708,0.809055229,0.691500932,0.62572166,0.684797974,0.701841095,0.664556081,0.817078679,0.68776881,1.043159532,0.468642684,0.503016516,0.783375609,0.808879114
1897,0.318297345,0.669917437,0.816119261,0.79340174,0.611086294,0.362308088,0.444844155,0.511191612,0.59984983,0.704447151,0.826713198,0.445008115,0.281985062,0.727048873,1.163497962
1898,0.69089745,1.273399472,0.965723798,1.011791932,1.207549736,0.766086408,0.876425261,0.867870952,0.8881823,1.074426276,0.9655493,0.598879934,0.745708477,1.018658785,1.396031104
1899,0.687982697,1.088587078,0.901115962,0.616576665,0.968447977,0.621278053,0.784536717,0.709157969,0.709490696,0.723275257,0.725809128,0.678835881,0.694190533,0.872426623,1.059456454
1900,0.714255962,1.540585939,1.309645882,1.099605227,1.190984329,0.745316961,1.130218845,0.941534485,0.997319231,1.296473782,1.341208121,1.276625086,1.239567995,1.373724901,1.042708627
1901,0.977936176,1.514524716,1.602318253,1.352445724,1.461311461,1.310438141,1.261028574,1.290615714,1.331778234,1.37821883,1.163635112,1.320737459,1.407314714,1.440906457,1.429855426
1902,1.212512408,1.685759381,1.526840348,1.584113514,1.334741882,1.288539533,1.140252737,1.361061043,1.449969512,1.569895191,1.380773422,1.306758177,1.480337102,1.305700424,1.091526399
1903,1.150756435,1.356832827,1.508402799,1.634746271,1.304214355,1.273893345,0.957709012,1.204126927,1.354951251,1.498404529,1.287438795,1.101498257,1.16863348,1.022965882,1.24064453
1904,1.280014972,1.612894853,1.490610374,1.637881701,1.464189366,1.528961122,1.17099196,1.283498128,1.351714282,1.552372327,1.585304359,1.174422571,1.43570591,1.016245888,1.127889147
1905,1.346482089,1.518380918,1.269949404,1.35334386,0.92153127,0.932925938,0.96398357,1.361931157,1.287083919,1.355376527,1.185865463,1.402100614,1.359268234,1.068523912,1.566014302
1906,1.321199683,1.693565845,1.214271595,1.286616553,1.16672197,1.364985445,1.101558087,1.379709597,1.045266247,1.553055013,1.304645426,1.258573093,1.346042316,1.259613514,1.680490827
1907,0.964074121,1.233787783,0.837280254,0.798972751,0.806999942,0.944130903,0.791707477,0.906102213,0.674211699,0.876837283,0.931643228,0.811645633,0.826030279,0.798596635,0.790349209
1908,1.225725295,1.600610231,1.3452211,1.190982179,1.308575589,1.274806633,1.260859933,1.068200802,0.985760208,1.075024136,1.004524036,1.204058926,1.103143292,1.146775859,1.529753664
1909,1.515304059,1.424375328,1.614292956,1.006184275,1.646997172,1.510838149,1.396159777,1.250995264,1.511828065,1.583227401,1.069820583,1.408987379,1.125304208,1.318005738,1.540175055
1910,0.887158641,0.891664037,0.851894823,0.819919984,0.961877457,1.172613731,1.278899412,0.91208871,0.94903944,0.960116947,0.812539818,0.851770497,0.738658039,0.792415543,0.857124571
1911,0.954193198,0.906971366,1.058365151,0.849473772,0.935590519,0.87190821,1.054101172,0.981100011,0.856636044,1.000298536,0.749212026,0.822065714,0.775864017,0.902158761,0.882981438
1912,1.29842683,1.134576356,1.021152412,0.828481623,0.957844316,0.955606425,1.097216343,1.01221792,0.83792765,1.338986975,0.920786112,1.098662137,0.898479984,0.998698489,1.050604539
1913,1.225871757,1.253099883,1.350167151,1.110782914,1.372287106,1.143328167,1.275346373,1.488417936,1.086529217,1.316935225,0.88370435,1.592787014,1.257573809,1.328112798,0.904784952
1914,1.141362597,0.926623747,1.160172684,0.984851467,1.287961861,1.172162006,1.677516261,1.413035387,0.873407182,1.362107086,1.205400692,1.07005258,1.20785086,1.193663387,1.039340766
1915,1.735031132,1.842399939,1.753617084,1.193572018,1.877167229,1.42663448,1.277814051,2.175697598,1.056292524,1.883505668,1.122099901,2.243486571,1.22528832,2.157174939,1.145814649
1916,1.574813138,1.99649933,1.857697585,1.479832087,2.186206982,2.310398083,2.077551818,1.655716821,1.897365318,1.695540131,1.270729728,1.960775173,1.548200405,2.253790021,1.575569888
1917,1.09754836,1.270366118,0.972307453,0.772946048,1.048663899,1.165821031,1.290979482,0.952756047,1.02333019,0.916358438,0.863475482,0.883167683,1.09085425,1.197949784,0.907240592
1918,0.604415779,0.479059374,0.764472708,0.803823898,0.715044181,0.561209774,0.784587614,0.672545594,0.59833403,0.576075337,0.563893216,0.640454165,0.391307056,0.568062814,0.553605354
1919,0.72394548,0.765599017,1.029621597,1.265401139,0.958142494,1.017369101,1.01406304,1.068708795,1.205670016,0.987094717,0.840327536,0.712156763,0.565257576,0.769307165,0.734481653
1920,0.572209108,0.605045412,0.683090979,0.715113952,0.501645434,0.771455724,0.658263544,0.600303486,0.759090572,0.569543883,0.585147602,0.632183394,0.475297212,0.758067326,0.449679868
1921,1.187066002,0.938942046,1.000400415,1.293590681,1.013118205,0.974561161,1.001964385,1.130496814,0.97538567,0.736783142,0.735501487,0.888809265,0.830027232,0.961992759,1.065945373
1922,0.749153561,0.629377567,0.642742219,0.603197028,0.645765119,0.701036421,0.814307611,0.619382527,0.727351733,0.562394102,0.679895158,0.548628657,0.562927558,0.559425479,0.691546131
1923,0.983805007,0.701274177,0.825143852,1.014612033,0.707322497,0.97208963,0.566588634,0.852033774,0.978987687,0.585963461,0.892562883,1.044597996,0.638727722,0.954217505,0.585344368
1924,0.612313847,0.562862024,0.666252048,0.839633019,0.611382259,0.787583752,0.77068633,0.658879896,0.860830577,0.591297142,0.605433881,0.544187999,0.421564232,0.639339096,0.515138114
1925,1.102141659,0.902124315,0.839831657,0.937788355,0.60288723,1.006519901,0.863989843,0.798947425,0.753211442,0.708346882,0.695021763,0.452410605,0.714034185,0.652044634,0.678656716
1926,0.706057352,0.531675499,0.432781996,0.576967981,0.473148103,0.626392661,0.678078779,0.358288383,0.60582218,0.657942617,0.681003618,0.433735537,0.508427424,0.456462278,0.389703743
1927,1.41269714,1.065934519,0.667992749,0.726966251,0.725999423,1.050588566,0.865747515,0.983286417,1.012029506,0.985401594,1.048995002,0.755996369,0.913146805,0.778829554,0.816831217
1928,1.869293063,1.30570131,0.629997316,0.825809407,0.747763144,1.254248738,0.86215073,1.138225873,1.252047635,1.069308896,1.18878516,0.812509411,1.191213024,0.628649479,0.718425422
1929,0.663026059,0.763001711,0.363974442,0.431096478,0.650148367,0.563728601,0.733556535,0.488890313,0.48972436,0.423098461,0.542358451,0.357662362,0.523650273,0.472283504,0.608891472
1930,0.117346803,0.519958417,0.196991462,0.311166876,0.122244037,0.134652941,0.040202525,0.17739122,0.062706055,0.600158182,0.482273475,0.01120335,0.000520902,0.053409559,0.351196706
1931,0.257768657,0.472979765,0.224960619,0.288506281,0.450237932,0.331113402,0.169167276,0.256683848,0.34450472,0.467485818,0.40566535,0.088919908,0.184626757,0.26075403,0.491520248
1932,0.765951078,0.676064954,0.238908485,0.267714974,0.505184515,0.463529622,0.349553988,0.362147235,0.525695824,0.665957573,0.50690719,0.152928421,0.725416644,0.474832652,0.629283081
1933,0.678243479,0.51008127,0.222453713,0.258625576,0.41689132,0.450806537,0.28998208,0.289946227,0.730078605,0.610224933,0.580620484,0.221004605,0.833085527,0.426150886,0.643990813
1934,0.592294813,0.470832363,0.256491402,0.324551376,0.302457291,0.484595119,0.244546639,0.375566774,0.457950079,0.652452264,0.746230275,0.230015457,0.547165936,0.398279872,0.545264133
1935,0.52162818,0.521107325,0.374670189,0.398979466,0.525454321,0.504493979,0.375291092,0.313967963,0.465628753,0.714477435,0.58668927,0.181586559,0.545353885,0.472997759,0.542949142
1936,0.716984654,0.700765428,0.432237188,0.522538321,0.404723478,0.473667523,0.322507048,0.436950061,0.363024727,0.79642232,0.577546396,0.225446139,0.723607446,0.455717014,0.721993527
1937,0.597473987,0.652327954,0.389792527,0.535199115,0.631772544,0.437097175,0.457184785,0.390457214,0.451673454,0.738639819,0.519344182,0.154817116,0.714720846,0.352015026,0.554669155
1938,0.695185052,0.860132748,0.47001547,0.568979679,0.531263898,0.583610624,0.571544529,0.447519544,0.634516886,0.72017357,0.657482474,0.287361021,0.829360625,0.569480111,0.82250088
1939,0.625911865,0.835720567,0.688661741,1.074271483,0.527799467,0.610828296,0.441267327,0.697956988,0.462829491,0.82146022,0.947603798,0.459628197,0.719624305,0.332923094,0.520158604
1940,0.840741578,1.069326188,0.877903226,1.11784448,0.803248299,0.973350622,0.671616554,0.722088935,0.58963435,0.862410143,0.920376314,0.634972909,0.96037628,0.51120324,1.032708626
1941,0.847278849,0.786431834,0.908379561,1.006311041,0.935721792,0.938229744,0.632443973,0.994517083,0.608971719,0.882932702,1.101971445,1.35568785,1.351693078,0.906563002,0.528556474
1942,1.65695151,1.508679121,1.614540561,1.736930155,1.776542907,1.833420445,1.778227863,1.874088813,1.247909782,0.882993141,1.500671204,1.979939311,1.998966761,1.45537436,1.311000968
1943,1.20599074,1.12124025,1.118489663,0.921946754,1.234822087,0.994406512,1.268903423,0.946376116,0.771770417,0.662007679,1.176509408,0.99637502,1.37345084,1.247574309,1.089533855
1944,0.814106797,1.08688431,1.327321398,1.15088309,1.545195906,1.015741437,1.078586682,1.528488697,0.820196334,0.761741463,0.918653324,1.595836271,1.126985772,0.935467454,0.895149013
1945,1.203035387,1.219159735,1.348516735,1.28878479,1.905664366,1.500628425,1.220310873,1.358063522,0.861201882,0.841001055,1.066332518,1.499186125,1.630365496,1.217987859,1.243167948
1946,0.80550273,1.087159053,1.142810964,0.986785321,1.114480544,1.241972028,0.855433219,1.04530686,0.730160922,0.899810257,0.876055328,1.529307288,1.349566781,1.092539034,1.031123276
1947,0.500999312,0.532814042,1.109101915,0.986300083,1.249205935,1.011408898,0.655500202,0.983666003,0.628198382,0.99813259,0.787963121,0.879530487,0.981588005,0.953253434,0.930514343
1948,1.110138408,1.56653515,1.560873288,1.449913889,1.50555902,2.185379776,1.126757633,2.056731618,1.070005384,1.275228297,1.069053186,2.133428657,1.565842236,1.488155309,1.732270911
1949,0.817758215,0.828088595,1.063174163,0.934152076,1.191309651,1.074421484,1.039287649,1.006461246,1.150150815,0.874946156,0.632352091,1.159419703,1.471959386,0.937140895,0.936251591
1950,0.983277635,1.412140624,1.513477721,1.58402998,1.339738371,1.577416016,1.257773838,1.910169824,1.472851199,1.230245455,1.013267003,1.319333662,1.460512092,1.638393751,1.105170437
1951,0.716859459,0.96753797,0.829972617,0.833451231,0.849342256,0.936597934,0.616805596,1.097881713,0.736450376,0.930550096,0.824601049,1.225433821,0.872390756,0.897476182,0.550075532
1952,1.258626305,1.254245443,1.241484625,1.510183408,1.24169126,1.706455264,0.980045116,1.485349068,1.2713249,1.224798003,1.336164402,1.586171807,1.253394852,1.290237296,1.312556351
1953,1.026539004,1.284239794,1.096878139,1.092909434,1.145064642,1.482515775,1.201886558,1.306493018,1.102222927,1.438910843,1.591474734,1.324060036,1.249872332,1.083973118,1.336270152
1954,0.952909517,1.036445462,1.173445595,0.961587232,1.134962274,0.86566765,0.971867999,1.13021016,1.197515304,1.435807489,0.955930491,1.227737277,1.341891551,1.039476181,0.914729903
1955,1.327189863,1.221722835,1.302235223,1.410285261,1.487536735,1.606189454,1.417860277,1.538019512,1.34083632,1.373952341,1.407890882,1.469206513,1.699323923,1.030463251,1.506727336
1956,1.284960738,1.270866347,1.063466217,1.374930197,0.91213965,1.530766322,1.133015845,1.372293512,1.201495466,1.214547266,1.445554747,1.217766297,1.548296428,1.362653073,1.43845239
1957,2.027732519,1.816701015,1.468747995,1.334800121,1.3913043,1.928282294,1.526183449,1.808705921,2.132118669,1.701172347,1.99810928,1.447048084,1.600226628,1.684136391,1.907964836
1958,1.528873651,1.342101389,1.305658775,1.163402433,1.554313968,1.109910971,1.503943609,1.194829166,1.8709804,1.405501459,1.599305548,1.229714775,1.513632586,1.213291478,1.001263471
1959,1.306218815,1.154637689,0.953100619,0.805807244,1.014493375,1.076651319,0.968838085,1.034604079,1.122123021,1.130478396,1.151134497,1.056887638,0.789833553,1.264101399,1.536867751
1960,1.471858897,1.077059844,1.073311528,0.865123601,0.873395155,0.797901621,1.051853905,0.988283969,1.425979309,1.206776182,1.460447327,1.014489924,0.683841451,1.028981707,1.280180623
1961,1.471498045,0.867039751,0.884755463,0.802367642,0.689362726,0.61794121,0.690190731,0.907628569,1.037414403,1.010887379,0.937597476,0.992125356,0.726143447,0.770260108,0.954643408
1962,1.612491777,0.780887974,0.813867392,0.865568577,0.819317759,0.675242587,0.830203723,0.969860472,0.797885297,0.932107395,0.984553517,0.827097616,0.900999995,0.82123283,1.23035399
1963,0.916807442,0.863836435,0.828812515,1.262429157,0.668034769,0.667000576,0.859420539,1.087595407,0.975659721,1.164016811,1.079827124,1.251951971,0.764722053,0.865013792,0.982971726
1964,1.271780995,0.964274046,0.87059626,0.915547606,0.853562899,0.615766249,0.848656122,1.040406311,0.974417789,1.201816675,0.96513802,1.175654981,0.763624073,0.99005865,0.61343218
1965,1.194101842,1.002564406,1.100044547,1.357109504,1.00017205,0.847223895,1.024401783,1.774144317,1.017826488,0.968515802,1.175639421,1.177632699,0.911475958,1.028928312,1.147242487
1966,0.962669808,0.824091512,0.875663976,1.306898138,0.960910031,0.984607913,0.897743974,1.124146465,1.031110828,1.103440016,1.019768725,0.935887268,0.878554472,0.921916128,1.203037556
1967,1.01901937,1.094332101,1.056637279,1.181442818,1.112771464,1.165097659,1.248270409,1.197794176,1.171286145,1.122228299,0.99684411,0.930238488,1.05575429,0.985345474,1.208350246
1968,1.171804624,0.74999803,0.856385417,0.768834586,0.657695653,0.62938643,0.88166288,0.872641608,0.814609405,0.773623017,0.723185758,0.68751695,0.823545013,0.839828744,0.443874967
1969,0.997277208,0.93224805,0.897507204,0.940568505,0.94047422,0.778826156,1.234797731,0.919053066,1.140036113,0.928021127,1.008966515,0.692390484,0.896765753,0.935532023,0.821578615
1970,0.822838699,0.845320675,0.855815844,0.714651549,0.847601297,0.67836536,1.08191794,0.537002784,0.933683542,0.889094625,0.932340776,0.646393628,0.745426441,0.797417921,0.821373701
1971,1.11161727,0.702077596,0.871800938,0.759919196,0.558254984,0.570403687,0.639513548,0.799285959,0.784003856,0.908204758,0.856947505,0.832256154,0.573959126,1.003010194,0.694829368
1972,0.416005423,0.915536465,0.93310919,0.768355989,0.677270647,0.747175134,0.797605222,0.683369746,0.997598342,0.908026249,0.886199262,0.798943332,0.679146068,0.975431718,0.992092791
1973,0.399381181,0.619555473,0.832583205,0.616041735,0.637610683,0.587269929,1.097697921,0.428680339,0.846862987,0.75334851,0.746399266,0.611087469,0.537120364,0.814798282,0.661905071
1974,0.423571589,0.595965537,0.907631201,0.679965783,0.483601477,0.5636407,0.634684085,0.599457238,0.787452836,0.733938956,0.827215806,0.53733594,0.522215092,0.598668547,0.630650954
1975,0.647346052,0.697945512,0.91773024,0.748440166,0.7389091,0.51620744,0.762325327,0.580677982,0.824266748,0.675932362,0.789298312,0.552226847,0.663646611,0.658747036,0.879622656
1976,1.160052939,0.831474733,0.954775756,1.130020782,0.782830024,0.762257225,0.814602814,0.561486745,0.935583157,0.869004143,1.115475332,0.791078027,0.541200554,0.781785414,0.893602473
1977,0.836868193,0.821284088,1.144298737,0.94340538,0.892089439,0.778469378,1.187139934,0.564525809,0.86532398,0.888300581,0.758345894,0.903094883,0.571438943,0.861670313,0.907959593
1978,0.595964085,0.595172549,0.830404152,0.921462149,0.60217726,0.63131825,0.827777606,0.692064692,0.759130645,0.907644627,0.90958405,1.044105949,0.482747987,0.72431666,0.828609013
1979,0.720529593,1.00632615,0.954255456,1.043825495,0.969189864,1.031509836,1.488712079,0.760068937,1.012162894,0.637347201,1.03644454,0.799068997,0.776101456,0.980026063,1.172781951
1980,0.970741376,1.414944287,1.012562229,1.277187364,0.848688793,1.449228782,1.062328701,0.884987814,1.050218877,1.29424221,1.105113796,1.645502421,0.96427092,1.15548889,1.409994508
1981,1.101933761,1.908959344,1.612119788,1.576142252,1.486227609,2.237033257,2.032160222,1.515350303,1.572506262,1.313924231,1.629697002,1.660604361,1.628243372,1.514527758,1.74381627
1982,0.812260011,1.000237798,1.255668415,0.936054734,0.918574313,1.164302117,1.067810557,0.996252861,1.044012301,1.411085371,1.004933314,0.977363699,1.178816005,1.003820091,0.984431022
1983,1.379065707,1.816575374,1.60969547,1.487396824,1.969887988,1.868003709,1.246182202,1.764204443,1.437567661,1.66322272,1.726722719,2.291059339,1.764186563,1.502734226,2.247437021
1984,1.404270638,2.668634155,2.20482942,1.499869036,2.486854739,2.484550934,2.179049945,1.535766787,2.273903199,1.586868917,1.714548784,1.899396868,2.284134665,1.974119084,2.252398932
1985,0.833200329,1.028254516,1.197442705,0.826883504,1.129152024,0.981373309,1.078950898,0.886203056,0.971621948,0.813396978,0.958370667,0.977681724,1.146105594,0.915366919,0.855762166
1986,0.886194471,1.039858527,1.094998687,1.146890485,1.320234527,1.24112514,1.07517731,1.211392947,1.19153111,1.007923136,1.32494501,1.060171441,0.927370178,1.186295607,1.321095487
1987,0.955515949,0.999720097,1.312957923,0.896828068,1.323021445,0.860754972,1.140026101,0.965274751,1.263567188,1.02827571,1.509246516,0.892691474,1.12374929,1.149980215,1.301728201
1988,0.7398919,0.681786046,1.035298643,0.689607021,0.764766661,0.65173761,1.006745213,0.641680058,0.841292458,0.776848599,0.680332015,0.830642721,0.605025974,0.936772054,0.950400989
1989,0.643622952,0.702492286,0.971215767,0.805217253,0.767568798,0.735012786,1.034011173,0.79806797,0.875342584,0.933227854,0.838052267,0.828472762,0.629302649,0.889898345,1.195670363
1990,0.869254224,0.879051859,1.033930796,0.982040377,1.346335831,1.049542325,1.430952521,1.098774944,1.406413394,1.245716495,1.184728933,0.9629192,1.148590275,1.120763881,1.241779214
1991,1.343348289,1.052270214,1.147423409,0.929512826,1.739928453,1.053440323,1.169695462,0.969005762,1.453861334,1.110772765,0.937411372,1.154452616,1.45254261,1.346123092,1.129733125
1992,0.625583269,0.571094583,0.795817575,0.966783304,1.296487068,0.734972357,1.038364304,0.65042521,0.8693832,0.741409018,0.402892992,1.100898374,1.048032605,0.782627446,0.600585211
1993,0.844855794,0.712733115,0.80889875,0.788363728,0.920176877,1.129445515,0.726546505,0.771117156,1.112569759,0.703246155,0.857390912,0.619413215,1.304506806,0.728373125,0.639543601
1994,0.938394296,0.878368334,1.043947426,1.129077634,1.442252158,1.407025837,1.063712983,0.933786434,0.985621442,0.919253497,1.185162469,0.936601863,1.38876051,1.168641689,0.949127925
1995,0.828946494,0.69315626,0.726307088,0.871274991,0.698094832,0.768403205,0.714671095,0.715513722,1.027420933,0.646223706,0.851237038,1.154704162,0.928589012,1.163961199,0.855235298
1996,0.990984733,0.906806786,1.009920228,1.131791113,1.107974722,1.231313896,1.119793892,1.003786248,1.317247515,0.86268082,1.027692262,1.117254797,1.227527893,1.163723611,1.009015259
1997,1.136071102,0.810135004,0.884545523,0.988057085,0.875449699,0.690016675,0.928345465,1.001879855,1.129451892,0.745944454,1.041887679,1.690777101,1.19184751,1.044909079,0.733779204
1998,1.650944207,1.375353008,1.563004078,2.482784133,1.500874703,2.029374626,1.649474664,2.561840037,1.911841662,1.415073277,1.620447648,2.170508703,1.823890872,1.519156007,1.4619876
1999,1.484757954,1.208628288,1.4270945,1.801766327,1.584652413,1.82095702,1.629686422,1.853658006,1.605485775,NA,1.370371735,1.621167195,1.820086302,1.202716548,1.284303326
2000,1.249841497,0.871067916,1.230344424,1.407102834,1.576509258,1.037173609,1.517207417,1.166305035,0.990860904,NA,1.276580516,1.185576532,1.412152402,0.906766195,1.285582322
2001,0.896289216,0.513144079,0.646465647,0.784948052,0.727437962,0.650824476,0.78728282,0.572239348,0.594992902,NA,0.780430529,0.784928786,0.700693633,0.822791652,0.749437765
2002,1.151427089,0.750280437,0.968158891,0.953360591,0.931239783,0.478160845,1.026563716,0.70157318,0.83191138,NA,0.773589708,0.85819786,0.733983471,0.863460405,0.929312354
2003,1.109587451,0.893344099,0.759171559,0.920160978,0.759526997,0.932431222,0.762445671,0.85940264,1.011394516,NA,0.898665294,0.764772808,0.848164701,0.859711571,0.697919583
2004,1.455634572,0.839464429,0.688468221,1.187638272,0.591397749,0.586895671,0.773497133,0.995385478,0.879798014,NA,0.734125068,0.905628147,0.747869907,0.78960186,0.429015503
2005,1.18639027,1.157063151,0.93849857,1.059560914,0.743910925,0.822132854,1.112575842,1.142202451,1.211757258,NA,1.070931702,1.170919048,0.962982689,1.33501247,0.699257525
2006,1.264131123,1.364955272,1.083366387,0.820444786,0.815061273,1.004065632,1.213904157,1.148227446,1.011024126,NA,0.934416718,0.864009899,1.07414727,1.204369254,0.863728321
2007,0.623867957,0.595069796,0.677471095,0.545226991,0.466267411,0.427812287,0.624473389,0.563551994,0.577681084,NA,0.634652897,0.371440945,0.562125299,0.47016202,0.426835637
2008,0.821767835,0.83093231,0.83038503,0.770750521,0.538298206,0.64504545,0.815267722,0.803016401,0.695893666,NA,0.741405972,0.672963387,0.509093798,0.969119363,0.616764971
2009,0.796100536,0.782024221,0.700782956,0.986736069,0.585204944,0.567986689,0.610124171,0.776536527,0.62128718,NA,0.837001716,0.645951253,0.581309251,0.763927526,0.652171447
2010,1.280448263,1.148668882,0.833285797,0.8073665,1.026326148,0.806149936,0.862537481,1.01756308,0.651810433,NA,0.880135959,0.908849547,0.781209862,1.088213844,0.85802569
2011,1.161420605,1.345690924,1.109824896,0.889729897,1.006163055,1.265036455,0.951199355,1.185898864,0.708262758,NA,1.074125569,0.880619353,0.96806723,1.078862696,1.009110906
2012,0.907543455,0.915795066,0.66797078,0.736933424,1.02821605,0.527714024,0.450207992,0.735036683,0.495218995,NA,0.460341508,0.308086688,0.558462688,0.542953883,0.408849883
2013,0.611981243,0.885022644,0.73612688,0.581103793,0.682959476,0.815506366,0.44455914,0.55337014,0.38641684,NA,0.637821497,0.245446891,0.835592141,0.523981169,0.481615435
2014,0.86148243,1.436951696,1.120066212,0.857289007,0.769732749,1.420615868,0.606430573,1.20388721,0.468056883,NA,1.217754243,0.426937519,1.071255271,1.117480482,0.971629637
